year,faculty_name,department_name,Adana,Adıyaman,Afyonkarahisar,Ağrı,Amasya,Ankara,Antalya,Artvin,Aydın,Balıkesir,Bilecik,Bingöl,Bitlis,Bolu,Burdur,Bursa,Çanakkale,Çankırı,Çorum,Denizli,Diyarbakır,Edirne,Elazığ,Erzincan,Erzurum,Eskişehir,Gaziantep,Giresun,Gümüşhane,Hakkari,Hatay,Isparta,Mersin,Istanbul,Izmir,Kars,Kastamonu,Kayseri,Kırklareli,Kırşehir,Kocaeli,Konya,Kütahya,Malatya,Manisa,Kahramanmaraş,Mardin,Muğla,Muş,Nevşehir,Niğde,Ordu,Rize,Sakarya,Samsun,Siirt,Sinop,Sivas,Tekirdağ,Tokat,Trabzon,Tunceli,Şanlıurfa,Uşak,Van,Yozgat,Zonguldak,Aksaray,Bayburt,Karaman,Kırıkkale,Batman,Sırnak,Bartın,Ardahan,Iğdır,Yalova,Karabük,Kilis,Osmaniye,Düzce
2023,Eğitim Fakültesi,Sınıf Öğretmenliği,0,3,0,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,35,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
2024,Eğitim Fakültesi,Sınıf Öğretmenliği,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
2021,Fen-Edebiyat Fakültesi,Türk Dili ve Edebiyatı,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,53,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2022,Fen-Edebiyat Fakültesi,Türk Dili ve Edebiyatı,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2023,Fen-Edebiyat Fakültesi,Türk Dili ve Edebiyatı,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Fen-Edebiyat Fakültesi,Türk Dili ve Edebiyatı,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Eğitim Fakültesi,Türkçe Öğretmenliği,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,1,0,1,0,2,2,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1
2022,Eğitim Fakültesi,Türkçe Öğretmenliği,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,40,0,0,1,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2023,Eğitim Fakültesi,Türkçe Öğretmenliği,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,0,0,0,0,0,0,2,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
2024,Eğitim Fakültesi,Türkçe Öğretmenliği,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,22,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,İnşaat Fakültesi,Çevre Mühendisliği,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,1,46,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2022,İnşaat Fakültesi,Çevre Mühendisliği,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,51,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,İnşaat Fakültesi,Çevre Mühendisliği,1,0,0,0,0,2,0,1,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0,49,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024,İnşaat Fakültesi,Çevre Mühendisliği,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,37,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,İktisadi ve İdari Bilimler Fakültesi,İktisat,2,0,0,0,3,0,0,0,1,0,0,1,0,0,0,4,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,65,3,0,0,0,2,0,3,1,0,1,2,0,1,0,0,0,0,1,3,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2024,İktisadi ve İdari Bilimler Fakültesi,İktisat,3,1,1,0,0,1,1,0,2,0,0,0,0,0,0,5,1,0,0,1,1,2,0,0,3,1,0,0,0,0,2,0,2,55,5,0,0,1,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1
2021,İktisadi ve İdari Bilimler Fakültesi,İktisat (İngilizce),1,0,0,0,2,1,3,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,23,3,0,1,1,1,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,İktisadi ve İdari Bilimler Fakültesi,İktisat (İngilizce),2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,20,2,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2023,İktisadi ve İdari Bilimler Fakültesi,İktisat (İngilizce),0,0,1,0,1,2,4,0,3,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,19,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024,İktisadi ve İdari Bilimler Fakültesi,İktisat (İngilizce),3,0,0,0,0,0,1,0,2,1,0,0,0,2,0,5,0,0,0,0,1,1,1,0,0,0,0,0,1,0,2,0,1,19,0,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,2,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1
2021,Sanat ve Tasarım Fakültesi,İletişim ve Tasarımı,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,1,33,0,0,0,0,0,0,1,0,2,0,2,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2022,Sanat ve Tasarım Fakültesi,İletişim ve Tasarımı,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,38,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2023,Sanat ve Tasarım Fakültesi,İletişim ve Tasarımı,1,0,0,0,0,1,2,0,0,3,0,0,0,0,0,6,3,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,28,2,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Sanat ve Tasarım Fakültesi,İletişim ve Tasarımı,1,0,0,0,0,2,0,0,1,2,1,0,0,0,0,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,30,1,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2,0,0,1,0
2021,Eğitim Fakültesi,İlköğretim Matematik Öğretmenliği,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,22,1,0,0,1,0,0,2,2,1,0,0,5,0,0,0,0,0,0,0,2,1,0,1,0,3,0,0,0,1,0,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0
2022,Eğitim Fakültesi,İlköğretim Matematik Öğretmenliği,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,2,0,1,28,0,0,0,0,0,0,1,4,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,2,0,2,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023,Eğitim Fakültesi,İlköğretim Matematik Öğretmenliği,0,1,0,0,0,1,4,0,1,2,0,0,0,0,1,2,2,0,0,1,1,0,0,0,1,0,1,0,0,0,2,0,0,19,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,2,0,0,0,2,1,2,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0
2024,Eğitim Fakültesi,İlköğretim Matematik Öğretmenliği,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2021,Eğitim Fakültesi,İngilizce Öğretmenliği,2,0,0,1,0,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,1,0,20,2,0,0,2,0,1,6,0,0,0,1,2,0,2,1,1,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Eğitim Fakültesi,İngilizce Öğretmenliği,0,1,0,0,0,2,1,0,1,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,1,0,0,1,1,0,4,1,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,Eğitim Fakültesi,İngilizce Öğretmenliği,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,34,0,0,0,1,0,0,3,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2024,Eğitim Fakültesi,İngilizce Öğretmenliği,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,16,2,0,0,0,0,0,3,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,1
2021,İnşaat Fakültesi,İnşaat Mühendisliği,2,0,1,0,0,7,4,0,0,2,1,0,2,0,0,8,1,0,1,0,0,1,3,1,2,0,4,0,0,0,0,0,1,48,5,0,0,1,0,0,4,7,0,1,1,2,0,1,0,0,1,2,2,0,3,1,0,1,2,0,0,0,2,0,1,0,3,0,0,0,0,1,1,0,0,0,2,0,0,1,0
2022,İnşaat Fakültesi,İnşaat Mühendisliği,3,0,0,0,0,2,2,0,1,2,0,1,1,0,0,5,0,0,0,0,5,1,2,0,1,0,4,0,1,0,1,0,2,63,2,0,0,1,0,1,3,0,0,3,0,1,0,4,0,0,0,0,3,4,2,0,0,0,2,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0
2023,İnşaat Fakültesi,İnşaat Mühendisliği,1,0,0,0,0,2,3,0,0,6,0,0,1,0,0,3,2,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,2,69,8,1,1,1,0,0,2,0,1,2,2,0,0,1,1,0,0,1,2,3,3,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,0,0,1,0
2024,İnşaat Fakültesi,İnşaat Mühendisliği,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,50,1,1,0,0,0,0,3,2,2,1,2,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,İnşaat Fakültesi,İnşaat Mühendisliği (İngilizce),1,0,0,0,0,2,1,2,1,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,1,0,1,1,1,0,0,0,1,19,4,0,1,1,0,0,3,0,0,3,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
2022,İnşaat Fakültesi,İnşaat Mühendisliği (İngilizce),0,0,0,0,0,2,2,2,0,2,1,1,0,0,0,3,0,0,0,0,2,1,0,1,0,0,2,2,0,0,1,0,3,15,4,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0,0,0
2023,İnşaat Fakültesi,İnşaat Mühendisliği (İngilizce),0,2,0,0,0,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,26,3,0,0,1,0,0,2,2,0,0,0,2,0,1,0,0,1,0,0,2,2,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,İnşaat Fakültesi,İnşaat Mühendisliği (İngilizce),0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,19,2,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,Fen-Edebiyat Fakültesi,İstatistik,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,1,1,47,1,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2022,Fen-Edebiyat Fakültesi,İstatistik,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,4,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,6,40,1,0,0,0,0,0,6,1,0,1,2,0,0,2,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023,Fen-Edebiyat Fakültesi,İstatistik,3,0,0,0,1,0,2,0,0,3,0,0,0,0,0,3,2,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,48,2,0,0,1,1,0,1,2,0,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2024,Fen-Edebiyat Fakültesi,İstatistik,1,0,0,0,1,0,2,0,0,0,0,0,0,2,0,7,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,44,7,0,0,2,0,1,3,1,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2021,İktisadi ve İdari Bilimler Fakültesi,İşletme,2,0,2,0,1,3,0,0,0,0,0,0,0,0,0,5,0,0,2,1,1,0,1,1,1,1,3,1,0,0,2,0,2,40,2,0,0,1,0,1,2,2,0,1,2,1,0,1,0,0,0,2,0,1,1,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,İktisadi ve İdari Bilimler Fakültesi,İşletme,1,0,0,0,2,4,1,0,3,0,1,0,1,0,0,4,2,0,0,3,0,0,1,0,1,1,0,1,0,0,1,0,1,48,2,0,0,2,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,İktisadi ve İdari Bilimler Fakültesi,İşletme,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,2,63,5,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2024,İktisadi ve İdari Bilimler Fakültesi,İşletme,1,0,0,0,2,4,1,0,2,2,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,2,49,5,0,2,1,0,0,4,2,1,0,1,2,0,0,0,0,1,0,2,3,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,İktisadi ve İdari Bilimler Fakültesi,İşletme (İngilizce),1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,1,25,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2022,İktisadi ve İdari Bilimler Fakültesi,İşletme (İngilizce),2,0,0,0,0,0,0,0,2,2,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,24,0,0,0,0,1,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,İktisadi ve İdari Bilimler Fakültesi,İşletme (İngilizce),5,0,1,0,0,3,1,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,1,0,0,0,3,5,1,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,İktisadi ve İdari Bilimler Fakültesi,İşletme (İngilizce),1,1,0,0,0,2,1,0,0,1,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,18,3,0,0,3,0,0,1,0,0,0,1,2,0,2,0,0,0,1,2,1,0,0,0,0,1,1,1,0,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2021,Mimarlık Fakültesi,Şehir ve Bölge Planlama,2,0,0,0,0,1,0,1,0,2,1,0,0,0,0,4,1,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,1,46,1,0,1,0,0,0,2,1,0,3,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2022,Mimarlık Fakültesi,Şehir ve Bölge Planlama,1,0,0,0,0,4,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,52,1,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023,Mimarlık Fakültesi,Şehir ve Bölge Planlama,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,57,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2024,Mimarlık Fakültesi,Şehir ve Bölge Planlama,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
