Department Name,Year,Total Male Number,Total Female Number,Male Change,Male Percentage Change,Female Percentage Change,Quota,Preferred number,Placed Number,Professors,Phd,Assoc Prof,Quota Change,Quota Change (%),Preferred number Change,Preferred number Change (%),Placed number Change,Placed number Change (%),Professors Change,Professors Change (%),Phd Change,Phd Change (%),Assoc prof Change,Assoc prof Change (%),Base Point,Success Order,Total Correct TYT,Total Correct AYT,Total Correct YDT,Base Point Change,Success Order Change,Total Correct TYT Change,Total Correct AYT Change,Total Correct YDT Change,Base Point Change (%),Success Order Change (%),Total Correct TYT Change (%),Total Correct AYT Change (%),Total Correct YDT Change (%)
Mechatronics Engineering,2021,378,75,0.0,0.0,0.0,62,1321,62,4,6,3,,,,,,,,,,,,,474.50789,36943,95.4,64.8,0.0,13.963179999999966,-10604.0,4.400000000000006,2.299999999999997,0.0,3.031883701367444,-22.302143142574714,4.83516483516484,3.6799999999999944,
Mechatronics Engineering,2022,421,91,16.0,11.375661375661373,21.333333333333336,62,1451,62,4,7,5,0.0,0.0,130.0,9.841029523088562,0.0,0.0,0.0,0.0,1.0,16.666666666666675,2.0,66.66666666666667,451.55708,56719,91.1,57.9,0.0,1.5179099999999721,164.0,1.5,-1.2000000000000028,0.0,0.3372839746371259,0.28998320219255636,1.6741071428571397,-2.0304568527918843,
Mechatronics Engineering,2023,398,85,-6.0,-5.463182897862229,-6.593406593406592,62,1474,62,7,7,4,0.0,0.0,23.0,1.5851137146795313,0.0,0.0,3.0,75.0,0.0,0.0,-1.0,-19.999999999999996,470.53124,40128,93.5,64.1,0.0,13.758420000000001,-10576.0,3.4000000000000057,2.499999999999993,0.0,3.0120925321257097,-20.858314925844113,3.7735849056603765,4.05844155844155,
Mechatronics Engineering,2024,398,85,0.0,0.0,0.0,67,1377,67,7,7,4,5.0,8.064516129032251,-97.0,-6.580732700135683,5.0,8.064516129032251,0.0,0.0,0.0,0.0,0.0,0.0,375.54952,51498,57.1,47.5,0.0,1.0768299999999726,-3507.0,3.5,-2.200000000000003,0.0,0.28755902065915606,-6.375784019634578,6.529850746268662,-4.426559356136828,
Mechatronics Engineering (English),2021,332,58,0.0,0.0,0.0,52,1399,52,4,6,3,,,,,,,,,,,,,375.23418,144675,77.3,43.8,0.0,32.17266000000001,-43998.0,5.0,5.299999999999997,0.0,9.378102213270667,-23.319711882463313,6.915629322268324,13.76623376623376,
Mechatronics Engineering (English),2022,390,73,15.0,17.469879518072283,25.86206896551724,52,1668,52,7,7,4,0.0,0.0,269.0,19.228020014295932,0.0,0.0,3.0,75.0,1.0,16.666666666666675,1.0,33.33333333333333,371.95592,100011,64.9,40.2,0.0,7.051679999999976,-33750.0,0.0,1.0,0.0,1.9324741197854989,-25.231569740058756,0.0,2.5510204081632626,
Mechatronics Engineering (English),2023,379,80,7.0,-2.8205128205128216,9.589041095890405,52,1462,52,7,7,4,0.0,0.0,-206.0,-12.35011990407674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.60906,10407,56.4,59.1,0.0,1.5206499999999892,-1840.0,0.8999999999999986,-1.1999999999999957,0.0,0.36634364230982985,-15.024087531640406,1.6216216216216273,-1.990049751243772,
Mechatronics Engineering (English),2024,379,80,0.0,0.0,0.0,57,1380,57,7,7,4,5.0,9.615384615384626,-82.0,-5.608755129958965,5.0,9.615384615384626,0.0,0.0,0.0,0.0,0.0,0.0,385.68066,70207,65.9,45.7,0.0,0.037449999999978445,-14990.0,-0.09999999999999432,0.0,0.0,0.009711048717786497,-17.5945162388347,-0.15151515151514694,0.0,
Mechatronics Engineering (English) (TRNC Citizens),2021,0,0,0.0,0.0,0.0,1,4,0,0,0,0,,,,,,,,,,,,,361.2024,167688,72.7,37.1,0.0,8.789610000000039,-4105.0,3.4000000000000057,-0.8999999999999986,0.0,2.494123439731011,-2.3895036468307818,4.906204906204925,-2.368421052631575,
Mechatronics Engineering (English) (TRNC Citizens),2022,8,0,0.0,inf,0.0,1,12,1,0,0,0,0.0,0.0,8.0,200.0,1.0,inf,0.0,,0.0,,0.0,,385.85695,36252,51.3,52.2,0.0,1.3058599999999956,-3348.0,-0.6000000000000014,-0.6999999999999957,0.0,0.3395803662915142,-8.454545454545459,-1.1560693641618491,-1.3232514177693666,
Mechatronics Engineering (English) (TRNC Citizens),2023,3,0,0.0,-62.5,0.0,2,17,2,7,7,4,1.0,100.0,5.0,41.66666666666667,1.0,100.0,7.0,inf,7.0,inf,4.0,inf,439.59054,67879,88.0,57.2,0.0,33.34845999999999,-31365.0,6.599999999999994,6.600000000000001,0.0,8.209011730148674,-31.603925678126632,8.108108108108091,13.043478260869579,
Mechatronics Engineering (English) (TRNC Citizens),2024,3,0,0.0,0.0,0.0,1,16,1,7,7,4,-1.0,-50.0,-1.0,-5.882352941176472,-1.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,414.54799,11409,57.5,58.8,0.0,3.5663700000000063,-3172.0,1.7000000000000028,-0.8000000000000043,0.0,0.8677687337939943,-21.754337836911052,3.046594982078865,-1.34228187919464,
Metallurgical and Materials Engineering,2021,487,220,0.0,0.0,0.0,103,1099,103,14,10,6,,,,,,,,,,,,,378.20479,47179,51.3,49.1,0.0,2.618290000000002,-5895.0,1.8999999999999986,-1.0,0.0,0.6971203704073448,-11.107133436334172,3.8461538461538325,-1.9960079840319334,
Metallurgical and Materials Engineering,2022,416,263,43.0,-14.579055441478438,19.545454545454554,103,1448,103,10,8,9,0.0,0.0,349.0,31.75614194722476,0.0,0.0,-4.0,-28.57142857142857,-2.0,-19.999999999999996,3.0,50.0,352.86449,183081,70.7,35.3,0.0,19.918229999999994,-25938.0,4.900000000000006,3.599999999999998,0.0,5.982415900992555,-12.409398188681408,7.446808510638303,11.356466876971606,
Metallurgical and Materials Engineering,2023,380,249,-14.0,-8.653846153846157,-5.323193916349811,103,1413,103,10,8,10,0.0,0.0,-35.0,-2.4171270718231996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.111111111111116,419.29138,63663,87.0,47.9,0.0,-25.029960000000017,214.0,-0.7000000000000028,-9.100000000000001,0.0,-5.633301339971652,0.3372787593185045,-0.7981755986317007,-15.96491228070176,
Metallurgical and Materials Engineering,2024,380,249,0.0,0.0,0.0,108,1786,108,10,8,10,5.0,4.854368932038833,373.0,26.397735314932767,5.0,4.854368932038833,0.0,0.0,0.0,0.0,0.0,0.0,432.1829,52472,90.3,51.1,0.0,-27.433089999999993,2868.0,-0.9000000000000057,-9.100000000000001,0.0,-5.968697912359399,5.781791790984592,-0.9868421052631637,-15.116279069767447,
Metallurgical and Materials Engineering (English),2021,203,124,0.0,0.0,0.0,52,946,52,14,10,6,,,,,,,,,,,,,380.6505,61413,52.8,49.3,0.0,16.206000000000017,-11567.0,-0.6000000000000014,4.599999999999994,0.0,4.446767614822011,-15.849547821320908,-1.1235955056179803,10.290827740492148,
Metallurgical and Materials Engineering (English),2022,209,129,5.0,2.9556650246305383,4.0322580645161255,52,1296,52,10,8,9,0.0,0.0,350.0,36.99788583509513,0.0,0.0,-4.0,-28.57142857142857,-2.0,-19.999999999999996,3.0,50.0,419.42322,63553,87.1,48.0,0.0,-18.18122999999997,-6175.0,1.5,-7.100000000000001,0.0,-4.154717805086294,-8.855839834786593,1.7523364485981352,-12.885662431941924,
Metallurgical and Materials Engineering (English),2023,205,127,-2.0,-1.9138755980861233,-1.5503875968992276,52,1203,52,10,8,10,0.0,0.0,-93.0,-7.17592592592593,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.111111111111116,430.39629,53952,91.4,50.6,0.0,-18.462739999999997,-5324.0,1.6000000000000085,-7.100000000000001,0.0,-4.113260236738469,-8.981712666171804,1.7817371937639326,-12.305025996533804,
Metallurgical and Materials Engineering (English),2024,205,127,0.0,0.0,0.0,57,1314,57,10,8,10,5.0,9.615384615384626,111.0,9.22693266832917,5.0,9.615384615384626,0.0,0.0,0.0,0.0,0.0,0.0,416.12638,66534,88.1,47.0,0.0,-19.048159999999996,-5493.0,1.7999999999999972,-7.899999999999999,0.0,-4.377131070213802,-7.626306801616057,2.085747392815751,-14.389799635701273,
Molecular Biology and Genetics,2021,124,254,0.0,0.0,0.0,82,1874,82,5,5,3,,,,,,,,,,,,,410.26067,24350,79.2,49.2,0.0,14.342849999999999,-27328.0,6.0,3.3000000000000043,0.0,3.622683616514144,-52.88130345601609,8.196721311475418,7.18954248366015,
Molecular Biology and Genetics,2022,130,326,72.0,4.8387096774193505,28.346456692913378,82,2131,82,7,5,2,0.0,0.0,257.0,13.713980789754544,0.0,0.0,2.0,39.99999999999999,0.0,0.0,-1.0,-33.333333333333336,437.16777,7943,85.5,54.4,0.0,5.374459999999999,-4118.0,3.799999999999997,1.1000000000000014,0.0,1.2446834806217888,-34.14310587845121,4.6511627906976605,2.0637898686679312,
Molecular Biology and Genetics,2023,135,323,-3.0,3.8461538461538547,-0.9202453987730008,84,1612,83,7,3,6,2.0,2.4390243902439046,-519.0,-24.35476302205537,1.0,1.2195121951219523,0.0,0.0,-2.0,-40.0,4.0,200.0,460.4049,31383,96.2,58.1,0.0,-8.948910000000012,-9721.0,2.4000000000000057,-4.699999999999996,0.0,-1.906644797450352,-23.649766446087973,2.558635394456288,-7.484076433121012,
Molecular Biology and Genetics,2024,135,323,0.0,0.0,0.0,72,1578,72,7,3,6,-12.0,-14.28571428571429,-34.0,-2.109181141439209,-11.0,-13.253012048192769,0.0,0.0,0.0,0.0,0.0,0.0,473.32658,23360,99.6,61.1,0.0,-11.127760000000023,-5843.0,3.0999999999999943,-5.199999999999996,0.0,-2.296967759644808,-20.00821833373284,3.2124352331606154,-7.843137254901955,
Naval Architecture and Marine Engineering,2021,546,52,0.0,0.0,0.0,82,943,82,10,9,3,,,,,,,,,,,,,402.0282,80526,85.3,43.4,0.0,-12.343259999999987,-13151.0,2.799999999999997,-5.899999999999999,0.0,-2.9787910586313027,-14.038664773637077,3.3939393939393936,-11.967545638945232,
Naval Architecture and Marine Engineering,2022,554,68,16.0,1.46520146520146,30.76923076923077,82,1227,82,11,7,3,0.0,0.0,284.0,30.116648992576888,0.0,0.0,1.0,10.000000000000009,-2.0,-22.22222222222222,0.0,0.0,418.69912,64178,87.3,47.8,0.0,-15.907250000000033,-8384.0,0.3999999999999915,-7.100000000000001,0.0,-3.6601511386038843,-11.554257049144178,0.4602991944764101,-12.932604735883423,
Naval Architecture and Marine Engineering,2023,523,72,4.0,-5.595667870036102,5.882352941176472,82,1479,82,10,5,7,0.0,0.0,252.0,20.537897310513454,0.0,0.0,-1.0,-9.090909090909093,-2.0,-28.57142857142857,4.0,133.33333333333334,413.42258,69157,84.5,47.5,0.0,-7.996630000000039,-16994.0,0.9000000000000057,-4.299999999999997,0.0,-1.8975475750144466,-19.725830228320042,1.0765550239234534,-8.301158301158296,
Naval Architecture and Marine Engineering,2024,523,72,0.0,0.0,0.0,88,2044,88,10,5,7,6.0,7.317073170731714,565.0,38.20148749154835,6.0,7.317073170731714,0.0,0.0,0.0,0.0,0.0,0.0,428.61866,55464,87.9,50.8,0.0,-14.524500000000046,-9067.0,1.3000000000000114,-5.900000000000006,0.0,-3.2776089785522267,-14.050611334087492,1.5011547344111031,-10.405643738977076,
Photography and Video,2021,95,85,0.0,0.0,0.0,41,413,41,2,7,6,,,,,,,,,,,,,435.28827,6978,62.2,62.1,0.0,14.48093,-1541.0,-0.29999999999999716,4.700000000000003,0.0,3.441225621207078,-18.08897757952811,-0.47999999999999154,8.18815331010454,
Photography and Video,2022,107,135,50.0,12.631578947368416,58.823529411764696,41,968,41,6,9,4,0.0,0.0,555.0,134.38256658595643,0.0,0.0,4.0,200.0,2.0,28.57142857142858,-2.0,-33.333333333333336,352.81665,143547,75.3,33.3,0.0,-18.569260000000043,-7066.0,-1.2999999999999972,-7.300000000000004,0.0,-4.999990441209801,-4.691494094135296,-1.6971279373368064,-17.98029556650247,
Photography and Video,2023,114,149,14.0,6.542056074766345,10.370370370370363,42,765,42,6,7,10,1.0,2.4390243902439046,-203.0,-20.971074380165287,1.0,2.4390243902439046,0.0,0.0,-2.0,-22.22222222222222,6.0,150.0,514.28196,5725,106.8,71.2,0.0,-13.011079999999993,686.0,-0.29999999999999716,-4.3999999999999915,0.0,-2.4675235614716184,13.613812264338154,-0.2801120448179262,-5.820105820105814,
Photography and Video,2024,114,149,0.0,0.0,0.0,41,706,41,6,7,10,-1.0,-2.3809523809523836,-59.0,-7.71241830065359,-1.0,-2.3809523809523836,0.0,0.0,0.0,0.0,0.0,0.0,316.43356,252725,58.6,29.3,0.0,-4.24930999999998,-32998.0,0.3999999999999986,0.9000000000000021,0.0,-1.3250816920779007,-11.548947757093408,0.6872852233676952,3.169014084507049,
Physics,2021,306,182,0.0,0.0,0.0,82,790,82,17,8,13,,,,,,,,,,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Physics,2022,272,185,3.0,-11.111111111111116,1.6483516483516425,82,1373,82,19,9,10,0.0,0.0,583.0,73.79746835443038,0.0,0.0,2.0,11.764705882352944,1.0,12.5,-3.0,-23.076923076923073,486.52779,16371,100.9,63.9,0.0,-9.218880000000013,-5016.0,2.4000000000000057,-4.699999999999996,0.0,-1.8595949419085378,-23.453499789591802,2.4365482233502656,-6.851311953352768,
Physics,2023,278,188,3.0,2.2058823529411686,1.6216216216216273,84,1325,82,25,9,13,2.0,2.4390243902439046,-48.0,-3.495994173343042,0.0,0.0,6.0,31.578947368421062,0.0,0.0,3.0,30.000000000000004,491.2467,14089,102.8,64.8,0.0,-10.747360000000015,-3328.0,1.7000000000000028,-4.799999999999997,0.0,-2.140933699494374,-19.10776827237757,1.6815034619188873,-6.896551724137923,
Physics,2024,278,188,0.0,0.0,0.0,82,1236,82,25,9,13,-2.0,-2.3809523809523836,-89.0,-6.716981132075473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.98696,46828,74.0,44.9,0.0,8.755710000000022,-32443.0,5.599999999999994,1.6999999999999957,0.0,2.2966926242274255,-40.92669450366464,8.187134502923964,3.935185185185186,
Political Science and International Relations,2021,212,292,0.0,0.0,0.0,82,1471,82,6,3,2,,,,,,,,,,,,,440.54469,6753,85.9,55.6,0.0,5.192670000000021,-3614.0,2.0,0.20000000000000284,0.0,1.192752017091836,-34.86061541429536,2.3837902264600697,0.3610108303249149,
Political Science and International Relations,2022,196,302,10.0,-7.547169811320753,3.424657534246567,82,2114,82,5,1,4,0.0,0.0,643.0,43.71176070700204,0.0,0.0,-1.0,-16.666666666666664,-2.0,-66.66666666666667,2.0,100.0,465.65032,27956,97.6,59.4,0.0,-12.092899999999986,-6389.0,2.1999999999999886,-5.899999999999999,0.0,-2.53125517929903,-18.60241665453487,2.3060796645702153,-9.035222052067382,
Political Science and International Relations,2023,188,299,-3.0,-4.081632653061229,-0.9933774834437137,84,1920,84,5,1,5,2.0,2.4390243902439046,-194.0,-9.17691579943235,2.0,2.4390243902439046,0.0,0.0,0.0,0.0,1.0,25.0,495.31337,12342,102.9,67.2,0.0,-11.786969999999997,-2021.0,1.1000000000000085,-4.299999999999997,0.0,-2.3243861362822194,-14.070876557822187,1.080550098231825,-6.013986013986006,
Political Science and International Relations,2024,188,299,0.0,0.0,0.0,88,2587,88,5,1,5,4.0,4.761904761904767,667.0,34.739583333333336,4.0,4.761904761904767,0.0,0.0,0.0,0.0,0.0,0.0,385.0753,99182,79.4,41.2,0.0,-43.794029999999964,20827.0,-4.099999999999994,-13.199999999999996,0.0,-10.211508946093195,26.580307574500672,-4.910179640718559,-24.26470588235293,
Preschool Education,2021,43,258,0.0,0.0,0.0,62,1108,62,0,1,2,,,,,,,,,,,,,466.34002,5585,75.1,0.0,74.3,6.905799999999999,-3051.0,4.299999999999997,0.0,-0.10000000000000853,1.503109629056354,-35.32885595182955,6.073446327683607,,-0.13440860215054862
Preschool Education,2022,48,280,22.0,11.627906976744185,8.52713178294573,62,1526,62,1,1,1,0.0,0.0,418.0,37.72563176895307,0.0,0.0,1.0,inf,0.0,0.0,-1.0,-50.0,389.52354,94027,81.5,41.1,0.0,-16.03243999999995,-9821.0,-0.29999999999999716,-5.600000000000001,0.0,-3.9532002462397298,-9.457091133194673,-0.3667481662591676,-11.991434689507496,
Preschool Education,2023,45,257,-23.0,-6.25,-8.214285714285719,62,996,62,1,1,3,0.0,0.0,-530.0,-34.73132372214941,0.0,0.0,0.0,0.0,0.0,0.0,2.0,200.0,407.01305,75440,85.2,45.3,0.0,-13.743110000000001,-11380.0,2.200000000000003,-6.200000000000003,0.0,-3.266288484047386,-13.10757889887123,2.650602409638547,-12.038834951456312,
Preschool Education,2024,45,257,0.0,0.0,0.0,52,964,52,1,1,3,-10.0,-16.129032258064512,-32.0,-3.2128514056224855,-10.0,-16.129032258064512,0.0,0.0,0.0,0.0,0.0,0.0,450.04507,8686,67.5,0.0,73.9,1.885500000000036,-2646.0,-0.29999999999999716,0.0,1.2000000000000028,0.4207206821445375,-23.349805859512884,-0.4424778761061954,,1.6506189821182904
Primary Teacher Education,2021,65,210,0.0,0.0,0.0,62,1382,62,1,2,2,,,,,,,,,,,,,359.57205,132820,75.2,34.8,0.0,-9.452290000000005,-21572.0,2.9000000000000057,-4.5,0.0,-2.5614272489451473,-13.972226540235244,4.011065006915637,-11.45038167938931,
Primary Teacher Education,2022,65,228,18.0,0.0,8.571428571428562,62,977,62,1,2,0,0.0,0.0,-405.0,-29.30535455861071,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-100.0,382.21485,58207,68.9,43.7,0.0,-3.0812399999999798,-12751.0,0.7000000000000028,-0.8999999999999986,0.0,-0.799707051270615,-17.969784943205834,1.026392961876832,-2.0179372197309364,
Primary Teacher Education,2023,66,221,-7.0,1.538461538461533,-3.0701754385964897,62,1210,62,2,2,2,0.0,0.0,233.0,23.84851586489254,0.0,0.0,1.0,100.0,0.0,0.0,2.0,inf,496.90152,11733,102.1,67.1,0.0,-15.420849999999973,206.0,-0.7000000000000028,-5.0,0.0,-3.009989589172135,1.787108527804282,-0.6809338521400754,-6.934812760055475,
Primary Teacher Education,2024,66,221,0.0,0.0,0.0,31,1062,31,2,2,2,-31.0,-50.0,-148.0,-12.231404958677683,-31.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,503.66284,9162,104.7,68.2,0.0,-15.927790000000016,1051.0,0.29999999999999716,-5.599999999999994,0.0,-3.065449813827481,12.957711749476019,0.2873563218390718,-7.5880758807588045,
Science Education,2021,50,210,0.0,0.0,0.0,62,729,62,5,3,1,,,,,,,,,,,,,432.04367,52589,89.7,51.5,0.0,-13.280209999999954,-9939.0,2.799999999999997,-6.200000000000003,0.0,-2.98214638747869,-15.895278915046063,3.2220943613348707,-10.745233968804168,
Science Education,2022,58,215,5.0,15.999999999999993,2.3809523809523725,62,616,62,5,1,3,0.0,0.0,-113.0,-15.500685871056241,0.0,0.0,0.0,0.0,-2.0,-66.66666666666667,2.0,200.0,493.40076,13125,102.2,66.3,0.0,-10.106960000000015,-3382.0,1.4000000000000057,-4.700000000000003,0.0,-2.007309838268223,-20.48827770036954,1.388888888888884,-6.619718309859158,
Science Education,2023,65,211,-4.0,12.06896551724137,-1.8604651162790753,62,661,62,6,0,2,0.0,0.0,45.0,7.3051948051948035,0.0,0.0,1.0,19.999999999999996,-1.0,-100.0,-1.0,-33.333333333333336,502.43788,9589,103.3,68.8,0.0,-9.188069999999982,-2292.0,0.20000000000000284,-3.799999999999997,0.0,-1.7958569146072412,-19.29130544566956,0.19398642095054264,-5.234159779614322,
Science Education,2024,65,211,0.0,0.0,0.0,31,304,31,6,0,2,-31.0,-50.0,-357.0,-54.0090771558245,-31.0,-50.0,0.0,0.0,0.0,,0.0,0.0,375.10923,111380,71.4,38.6,0.0,-38.529799999999966,16875.0,1.8000000000000114,-12.199999999999996,0.0,-9.31483665842654,17.856198084757423,2.586206896551735,-24.015748031496052,
Social Studies Education,2021,86,163,0.0,0.0,0.0,52,770,52,3,1,2,,,,,,,,,,,,,417.20091,65554,88.8,49.3,0.0,-19.61451999999997,-4942.0,1.0,-7.400000000000006,0.0,-4.490345041153876,-7.010326827054014,1.1389521640091216,-13.051146384479729,
Social Studies Education,2022,95,165,2.0,10.465116279069765,1.2269938650306678,52,723,52,3,1,2,0.0,0.0,-47.0,-6.1038961038961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.69563,22581,99.0,62.5,0.0,-13.166690000000017,-4142.0,0.7999999999999972,-5.0,0.0,-2.698853643790322,-15.499756763836391,0.8146639511201537,-7.4074074074074066,
Social Studies Education,2023,99,150,-15.0,4.210526315789465,-9.090909090909093,52,624,52,5,1,2,0.0,0.0,-99.0,-13.692946058091282,0.0,0.0,2.0,66.66666666666667,0.0,0.0,0.0,0.0,479.40398,20060,98.9,62.8,0.0,-16.31689,-1339.0,0.0,-5.700000000000003,0.0,-3.291547922926863,-6.257301743072108,0.0,-8.321167883211677,
Social Studies Education,2024,99,150,0.0,0.0,0.0,52,665,52,5,1,2,0.0,0.0,41.0,6.570512820512819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.18859,16552,101.7,64.6,0.0,-16.465020000000038,-463.0,0.7999999999999972,-5.5,0.0,-3.2756195663252163,-2.7211284161034355,0.7928642220019766,-7.845934379457919,
Statistics,2021,249,205,0.0,0.0,0.0,82,1335,82,5,7,3,,,,,,,,,,,,,338.66036,168331,54.7,33.0,0.0,-13.575839999999971,-15922.0,-3.799999999999997,-7.600000000000001,0.0,-3.8541864805491266,-8.641378973476687,-6.495726495726495,-18.7192118226601,
Statistics,2022,278,212,7.0,11.646586345381515,3.4146341463414664,82,2079,82,5,5,4,0.0,0.0,744.0,55.730337078651694,0.0,0.0,0.0,0.0,-2.0,-28.57142857142857,1.0,33.33333333333333,442.81151,43915,93.3,54.7,0.0,-11.74115999999998,-10034.0,2.3999999999999915,-4.5,0.0,-2.583014197232625,-18.59904724832713,2.640264026402628,-7.601351351351349,
Statistics,2023,311,215,3.0,11.870503597122294,1.4150943396226356,84,2320,83,5,4,6,2.0,2.4390243902439046,241.0,11.592111592111598,1.0,1.2195121951219523,0.0,0.0,-1.0,-19.999999999999996,2.0,50.0,460.3168,31450,97.0,58.2,0.0,-14.191089999999974,-5493.0,1.5999999999999943,-6.599999999999994,0.0,-2.9906963190854396,-14.868852015266764,1.6771488469601525,-10.185185185185174,
Statistics,2024,311,215,0.0,0.0,0.0,88,1577,88,5,4,6,4.0,4.761904761904767,-743.0,-32.025862068965516,5.0,6.024096385542177,0.0,0.0,0.0,0.0,0.0,0.0,426.70613,57160,91.0,50.6,0.0,-24.85095000000001,441.0,-0.09999999999999432,-7.299999999999997,0.0,-5.503390623395832,0.7775172340838132,-0.1097694840834218,-12.60794473229706,
Turkish Language Teaching,2021,104,168,0.0,0.0,0.0,62,1170,62,3,3,2,,,,,,,,,,,,,458.44904,32688,94.9,58.4,0.0,-12.0822,-7440.0,1.4000000000000057,-5.699999999999996,0.0,-2.567778496492601,-18.540669856459335,1.497326203208571,-8.89235569422776,
Turkish Language Teaching,2022,118,183,15.0,13.461538461538458,8.92857142857142,62,890,62,3,0,5,0.0,0.0,-280.0,-23.931623931623935,0.0,0.0,0.0,0.0,-3.0,-100.0,3.0,150.0,395.43146,37588,54.9,52.8,0.0,19.881940000000043,-13910.0,-2.200000000000003,5.299999999999997,0.0,5.294092773704007,-27.010757699328124,-3.8528896672504476,11.157894736842099,
Turkish Language Teaching,2023,119,184,1.0,0.8474576271186418,0.5464480874316946,62,873,62,4,4,3,0.0,0.0,-17.0,-1.9101123595505642,0.0,0.0,1.0,33.33333333333333,4.0,inf,-2.0,-40.0,374.7259,111851,81.0,42.6,0.0,-0.5082799999999565,-32824.0,3.700000000000003,-1.1999999999999957,0.0,-0.13545674330626145,-22.68809400380163,4.786545924967656,-2.739726027397249,
Turkish Language Teaching,2024,119,184,0.0,0.0,0.0,41,699,41,4,4,3,-21.0,-33.87096774193549,-174.0,-19.931271477663227,-21.0,-33.87096774193549,0.0,0.0,0.0,0.0,0.0,0.0,373.71844,72573,68.1,40.8,0.0,1.762519999999995,-27438.0,3.1999999999999886,0.5999999999999943,0.0,0.4738518478211162,-27.434982151963283,4.930662557781185,1.492537313432818,
Turkish Language and Literature,2021,75,230,0.0,0.0,0.0,72,994,72,4,6,1,,,,,,,,,,,,,430.72524,8642,56.8,61.2,0.0,14.116179999999986,-1765.0,0.3999999999999986,2.1000000000000014,0.0,3.3883516599470864,-16.95973863745556,0.7092198581560183,3.5532994923857864,
Turkish Language and Literature,2022,80,235,5.0,6.666666666666665,2.1739130434782705,72,1627,72,5,6,2,0.0,0.0,633.0,63.68209255533199,0.0,0.0,1.0,25.0,0.0,0.0,1.0,100.0,378.48817,64201,70.1,42.4,0.0,-7.192489999999964,-6006.0,4.199999999999989,-3.3000000000000043,0.0,-1.8648822059161518,-8.554702522540492,6.3732928679817835,-7.221006564551436,
Turkish Language and Literature,2023,84,255,20.0,5.000000000000004,8.51063829787233,74,1105,74,4,9,3,2.0,2.777777777777768,-522.0,-32.08358942839582,2.0,2.777777777777768,-1.0,-19.999999999999996,3.0,50.0,1.0,50.0,330.96291,183588,69.5,27.7,0.0,-30.23948999999999,15900.0,-3.200000000000003,-9.400000000000002,0.0,-8.371896200025242,9.481894947760129,-4.4016506189821225,-25.336927223719684,
Turkish Language and Literature,2024,84,255,0.0,0.0,0.0,31,1188,31,4,9,3,-43.0,-58.10810810810811,83.0,7.511312217194566,-43.0,-58.10810810810811,0.0,0.0,0.0,0.0,0.0,0.0,399.23821,32846,50.8,54.6,0.0,13.381259999999997,-3406.0,-0.5,2.3999999999999986,0.0,3.4679328699405376,-9.395343705174886,-0.974658869395717,4.597701149425282,
Urban and Regional Planning,2021,117,267,0.0,0.0,0.0,82,688,82,7,8,12,,,,,,,,,,,,,434.52786,50478,91.7,53.7,0.0,-5.06268,-17401.0,3.700000000000003,-3.5,0.0,-1.1516808346239693,-25.635321675334055,4.20454545454545,-6.118881118881115,
Urban and Regional Planning,2022,124,307,40.0,5.982905982905984,14.981273408239693,82,1372,82,7,9,12,0.0,0.0,684.0,99.4186046511628,0.0,0.0,0.0,0.0,1.0,12.5,0.0,0.0,426.89881,10345,55.5,61.0,0.0,12.350819999999999,-1064.0,-2.0,2.200000000000003,0.0,2.979346251323034,-9.325970724866329,-3.4782608695652195,3.741496598639471,
Urban and Regional Planning,2023,137,308,1.0,10.483870967741925,0.32573289902280145,84,1302,82,7,8,9,2.0,2.4390243902439046,-70.0,-5.102040816326525,0.0,0.0,0.0,0.0,-1.0,-11.111111111111116,-3.0,-25.0,415.69199,17047,55.8,57.3,0.0,37.48719999999997,-30132.0,4.5,8.199999999999996,0.0,9.91187869407999,-63.86739863074673,8.771929824561408,16.700610997963338,
Urban and Regional Planning,2024,137,308,0.0,0.0,0.0,52,1279,52,7,8,9,-32.0,-38.095238095238095,-23.0,-1.766513056835639,-30.0,-36.58536585365854,0.0,0.0,0.0,0.0,0.0,0.0,347.35671,152538,72.2,30.8,0.0,-5.507779999999968,-30543.0,1.5,-4.4999999999999964,0.0,-1.5608768113787752,-16.682779753223986,2.121640735502117,-12.747875354107641,
